Correlativo,Remitente,Departamento de Recepción,Departamento de Destino,Descripción,Peso (kg),Estado,Clasificación
01882,Ana López,Escuintla,Peten,Ropa,1.4,E,Sobre
01883,Ana Méndez,Izabal,Sacatepéquez,Herramientas,7.9,T,Sobre
01884,Carlos Ramírez,Escuintla,Quetzaltenango,Ropa,2.7,E,Paquete Grande
01885,Andrés Morales,Quetzaltenango,Sacatepéquez,Artículos de decoración,0.0,E,Sobre
01886,Carlos Castillo,Izabal,Huehuetenango,Herramientas,3.5,T,Paquete Grande
01887,Sofía Ruiz,Escuintla,Chimaltenango,Libros,2.4,T,Paquete Mediano
01888,Diego Castillo,Chimaltenango,Huehuetenango,Electrodomésticos,1.2,R,Paquete Grande
01889,Juan Ramírez,Escuintla,Guatemala,Libros,3.0,T,Paquete Grande
01890,Ana Rodríguez,Chimaltenango,Alta Verapaz,Herramientas,4.7,E,Bolsa
01891,Carlos Ruiz,Quetzaltenango,Suchitepéquez,Juguetes,0.2,R,Paquete Mediano
01892,Diego García,Escuintla,Quetzaltenango,Electrónicos,4.4,E,Paquete Grande
01893,Javier Rodríguez,Guatemala,Peten,Ropa,8.5,R,Paquete Grande
01894,Sofía Méndez,Escuintla,Suchitepéquez,Comida,5.7,R,Sobre
01895,Carolina López,Quetzaltenango,Suchitepéquez,Electrónicos,0.8,T,Paquete Grande
01896,Diego López,Suchitepéquez,Escuintla,Electrodomésticos,0.3,R,Bolsa
01897,Luisa Méndez,Chimaltenango,Izabal,Libros,9.8,T,Bolsa
01898,María Hernández,Quetzaltenango,Suchitepéquez,Libros,0.1,T,Paquete Grande
01899,Luisa López,Suchitepéquez,Huehuetenango,Comida,5.6,T,Bolsa
01900,Carolina Ruiz,Peten,Alta Verapaz,Electrodomésticos,9.1,E,Sobre
01901,Luisa Ramírez,Escuintla,Escuintla,Libros,3.5,T,Bolsa
01902,Luisa Ramírez,Quetzaltenango,Guatemala,Electrodomésticos,8.2,R,Paquete Mediano
01903,Javier Hernández,Sacatepéquez,Escuintla,Herramientas,6.7,T,Paquete Mediano
01904,Diego García,Chimaltenango,Guatemala,Herramientas,7.7,T,Bolsa
01905,Carlos Hernández,Sacatepéquez,Peten,Herramientas,0.2,E,Sobre
01906,Ana Ruiz,Suchitepéquez,Sacatepéquez,Artículos de decoración,2.7,R,Bolsa
01907,Andrés Ruiz,Guatemala,Escuintla,Electrodomésticos,8.9,T,Bolsa
01908,Sofía Hernández,Huehuetenango,Quetzaltenango,Artículos de decoración,6.6,R,Bolsa
01909,Carlos González,Peten,Sacatepéquez,Libros,7.2,R,Paquete Grande
01910,Luisa Méndez,Sacatepéquez,Suchitepéquez,Herramientas,7.1,R,Bolsa
01911,Diego Rodríguez,Quetzaltenango,Guatemala,Juguetes,3.4,T,Paquete Grande
01912,Carlos López,Izabal,Alta Verapaz,Libros,0.2,R,Sobre
01913,Ana González,Chimaltenango,Suchitepéquez,Comida,4.0,T,Paquete Mediano
01914,Diego Ramírez,Quetzaltenango,Escuintla,Electrodomésticos,7.1,T,Paquete Grande
01915,Juan López,Chimaltenango,Suchitepéquez,Libros,4.6,R,Paquete Grande
01916,Javier Hernández,Quetzaltenango,Peten,Ropa,8.7,T,Paquete Mediano
01917,Sofía Rodríguez,Alta Verapaz,Alta Verapaz,Artículos de decoración,9.7,E,Paquete Mediano
01918,Sofía López,Peten,Escuintla,Juguetes,3.4,E,Bolsa
01919,María González,Chimaltenango,Sacatepéquez,Electrodomésticos,9.1,T,Paquete Grande
01920,María Ruiz,Izabal,Alta Verapaz,Comida,2.5,R,Bolsa
01921,Carolina López,Izabal,Escuintla,Comida,3.7,E,Paquete Mediano
01922,Luisa Ramírez,Sacatepéquez,Quetzaltenango,Electrodomésticos,8.3,T,Paquete Mediano
01923,Sofía García,Alta Verapaz,Escuintla,Electrodomésticos,7.3,T,Sobre
01924,Andrés García,Sacatepéquez,Suchitepéquez,Herramientas,0.0,E,Bolsa
01925,Diego Hernández,Izabal,Izabal,Herramientas,8.4,E,Paquete Grande
01926,Javier Méndez,Alta Verapaz,Peten,Juguetes,3.4,E,Paquete Grande
01927,Andrés Castillo,Izabal,Chimaltenango,Artículos de decoración,7.4,E,Bolsa
01928,Juan Ruiz,Guatemala,Huehuetenango,Juguetes,6.8,T,Sobre
01929,Ana González,Izabal,Sacatepéquez,Electrónicos,4.4,E,Sobre
01930,Luisa García,Guatemala,Sacatepéquez,Comida,1.3,T,Sobre
01931,Ana Méndez,Chimaltenango,Quetzaltenango,Libros,2.0,T,Paquete Mediano
01932,Carolina García,Guatemala,Escuintla,Libros,8.1,T,Sobre
01933,Andrés González,Peten,Huehuetenango,Electrodomésticos,8.7,T,Bolsa
01934,Sofía Castillo,Peten,Huehuetenango,Herramientas,8.7,R,Paquete Mediano
01935,Diego Morales,Sacatepéquez,Sacatepéquez,Herramientas,7.3,E,Sobre
01936,Luisa Méndez,Chimaltenango,Sacatepéquez,Electrodomésticos,3.4,E,Sobre
01937,Javier Méndez,Suchitepéquez,Chimaltenango,Comida,4.5,T,Bolsa
01938,Ana González,Guatemala,Izabal,Artículos de decoración,2.1,E,Bolsa
01939,Javier Méndez,Sacatepéquez,Quetzaltenango,Herramientas,4.5,R,Bolsa
01940,Carlos Méndez,Izabal,Guatemala,Artículos de decoración,3.6,R,Bolsa
01941,Carolina González,Sacatepéquez,Peten,Juguetes,4.4,T,Bolsa
01942,Luisa Ramírez,Huehuetenango,Escuintla,Herramientas,6.8,T,Paquete Mediano
01943,Javier Morales,Alta Verapaz,Sacatepéquez,Artículos de decoración,3.8,R,Bolsa
01944,María Ramírez,Peten,Chimaltenango,Electrónicos,0.9,T,Sobre
01945,Carlos Castillo,Chimaltenango,Escuintla,Electrodomésticos,5.6,R,Sobre
01946,Andrés Ramírez,Sacatepéquez,Alta Verapaz,Artículos de decoración,7.5,T,Bolsa
01947,Carolina Castillo,Sacatepéquez,Peten,Electrodomésticos,1.4,T,Paquete Mediano
01948,Sofía Méndez,Huehuetenango,Huehuetenango,Ropa,0.8,R,Sobre
01949,Sofía García,Escuintla,Alta Verapaz,Electrodomésticos,7.8,R,Paquete Mediano
01950,Ana Ramírez,Quetzaltenango,Izabal,Comida,1.5,T,Bolsa
01951,Juan García,Suchitepéquez,Escuintla,Comida,8.0,E,Paquete Mediano
01952,Diego García,Peten,Alta Verapaz,Herramientas,6.9,R,Bolsa
01953,Ana Castillo,Guatemala,Sacatepéquez,Libros,3.3,R,Bolsa
01954,Ana Hernández,Quetzaltenango,Alta Verapaz,Electrónicos,5.4,R,Paquete Mediano
01955,Juan Méndez,Alta Verapaz,Guatemala,Electrodomésticos,0.7,R,Bolsa
01956,Luisa López,Alta Verapaz,Suchitepéquez,Juguetes,7.9,E,Paquete Mediano
01957,Juan Ruiz,Suchitepéquez,Sacatepéquez,Artículos de decoración,0.1,R,Paquete Grande
01958,Sofía Morales,Quetzaltenango,Suchitepéquez,Libros,2.8,E,Paquete Mediano
01959,María Ruiz,Alta Verapaz,Peten,Artículos de decoración,7.3,E,Paquete Grande
01960,María Morales,Chimaltenango,Suchitepéquez,Herramientas,7.7,E,Sobre
01961,Carolina Morales,Sacatepéquez,Huehuetenango,Herramientas,7.1,E,Paquete Grande
01962,Sofía Castillo,Huehuetenango,Escuintla,Herramientas,5.6,T,Bolsa
01963,Carolina Ruiz,Izabal,Suchitepéquez,Artículos de decoración,2.2,E,Paquete Mediano
01964,María Ruiz,Peten,Alta Verapaz,Juguetes,7.2,E,Sobre
01965,Andrés Rodríguez,Quetzaltenango,Izabal,Ropa,1.8,R,Bolsa
01966,María Ruiz,Quetzaltenango,Guatemala,Herramientas,7.5,E,Paquete Grande
01967,Carolina Morales,Chimaltenango,Peten,Electrodomésticos,6.2,E,Sobre
01968,Ana Morales,Sacatepéquez,Escuintla,Artículos de decoración,9.2,T,Sobre
01969,Luisa López,Alta Verapaz,Guatemala,Electrónicos,0.9,R,Bolsa
01970,Carolina García,Escuintla,Quetzaltenango,Comida,9.7,T,Paquete Mediano
01971,Carlos López,Sacatepéquez,Izabal,Electrónicos,7.4,T,Paquete Mediano
01972,Andrés Méndez,Quetzaltenango,Huehuetenango,Herramientas,5.5,R,Sobre
01973,Carolina Ramírez,Peten,Chimaltenango,Electrodomésticos,2.9,T,Paquete Grande
01974,Ana López,Izabal,Guatemala,Artículos de decoración,9.5,T,Bolsa
01975,Andrés Hernández,Chimaltenango,Guatemala,Artículos de decoración,6.0,R,Paquete Mediano
01976,Ana García,Peten,Chimaltenango,Juguetes,6.7,E,Paquete Mediano
01977,Juan Morales,Suchitepéquez,Alta Verapaz,Electrodomésticos,3.4,E,Bolsa
01978,Andrés García,Sacatepéquez,Sacatepéquez,Libros,1.5,T,Paquete Mediano
01979,Carolina López,Guatemala,Alta Verapaz,Herramientas,0.3,E,Paquete Mediano
01980,Luisa Méndez,Chimaltenango,Chimaltenango,Libros,4.3,R,Paquete Mediano
01981,Ana González,Quetzaltenango,Sacatepéquez,Electrónicos,3.0,R,Paquete Mediano
01982,Ana Ramírez,Alta Verapaz,Huehuetenango,Electrodomésticos,0.3,R,Bolsa
01983,Sofía Castillo,Huehuetenango,Suchitepéquez,Libros,5.8,R,Bolsa
01984,Sofía Ramírez,Izabal,Izabal,Juguetes,5.6,R,Bolsa
01985,Javier Ramírez,Izabal,Chimaltenango,Herramientas,8.0,E,Paquete Grande
01986,Juan Ramírez,Huehuetenango,Chimaltenango,Libros,7.3,E,Paquete Grande
01987,Andrés García,Peten,Alta Verapaz,Herramientas,7.2,T,Paquete Grande
01988,Javier López,Peten,Escuintla,Electrodomésticos,0.5,R,Sobre
01989,Andrés Rodríguez,Chimaltenango,Chimaltenango,Artículos de decoración,2.3,E,Paquete Mediano
01990,Juan García,Alta Verapaz,Sacatepéquez,Herramientas,8.6,E,Sobre
01991,Carlos Morales,Peten,Sacatepéquez,Electrodomésticos,2.0,E,Paquete Grande
01992,Ana Méndez,Suchitepéquez,Sacatepéquez,Electrodomésticos,1.5,T,Bolsa
01993,Ana Hernández,Suchitepéquez,Alta Verapaz,Artículos de decoración,3.7,T,Bolsa
01994,Carolina Castillo,Quetzaltenango,Alta Verapaz,Electrónicos,6.3,T,Paquete Mediano
01995,Luisa Rodríguez,Peten,Suchitepéquez,Juguetes,7.5,E,Paquete Grande
01996,Juan García,Peten,Chimaltenango,Libros,6.1,T,Sobre
01997,Carolina López,Peten,Escuintla,Juguetes,1.1,E,Bolsa
01998,María Méndez,Guatemala,Peten,Electrodomésticos,1.6,E,Paquete Mediano
01999,Andrés Ruiz,Chimaltenango,Guatemala,Artículos de decoración,9.4,E,Paquete Mediano
02000,Ana López,Suchitepéquez,Guatemala,Artículos de decoración,0.8,E,Bolsa
02001,Carlos Ramírez,Chimaltenango,Escuintla,Electrónicos,5.0,R,Paquete Grande
02002,Luisa Rodríguez,Izabal,Chimaltenango,Libros,0.9,T,Sobre
02003,Carolina Rodríguez,Escuintla,Quetzaltenango,Comida,3.8,R,Sobre
02004,Juan Castillo,Chimaltenango,Suchitepéquez,Electrónicos,9.0,R,Paquete Mediano
02005,Sofía González,Quetzaltenango,Peten,Juguetes,0.6,R,Sobre
02006,Andrés Castillo,Huehuetenango,Guatemala,Artículos de decoración,4.5,R,Sobre
02007,Carlos Ruiz,Escuintla,Quetzaltenango,Herramientas,0.9,T,Paquete Mediano
02008,Javier López,Escuintla,Huehuetenango,Artículos de decoración,0.4,E,Bolsa
02009,María Méndez,Sacatepéquez,Peten,Artículos de decoración,2.5,E,Bolsa
02010,Javier Ramírez,Sacatepéquez,Quetzaltenango,Electrodomésticos,7.0,T,Paquete Grande
02011,Carolina Ruiz,Alta Verapaz,Chimaltenango,Herramientas,2.0,T,Bolsa
02012,Diego Ramírez,Izabal,Sacatepéquez,Artículos de decoración,3.2,T,Paquete Grande
02013,Luisa Hernández,Alta Verapaz,Peten,Comida,3.1,E,Paquete Mediano
02014,Carlos Morales,Sacatepéquez,Alta Verapaz,Electrodomésticos,1.2,T,Paquete Grande
02015,Javier Ruiz,Chimaltenango,Sacatepéquez,Electrónicos,8.2,T,Paquete Mediano
02016,Andrés Hernández,Quetzaltenango,Guatemala,Electrodomésticos,8.8,T,Sobre
02017,Sofía González,Escuintla,Huehuetenango,Comida,2.6,T,Sobre
02018,Andrés Castillo,Alta Verapaz,Izabal,Artículos de decoración,4.0,E,Paquete Grande
02019,Ana Castillo,Suchitepéquez,Izabal,Artículos de decoración,2.2,R,Bolsa
02020,Javier García,Chimaltenango,Guatemala,Ropa,8.9,R,Paquete Grande
02021,Sofía García,Escuintla,Huehuetenango,Electrónicos,2.2,R,Sobre
02022,Ana Morales,Sacatepéquez,Sacatepéquez,Libros,4.7,E,Paquete Mediano
02023,Sofía García,Sacatepéquez,Escuintla,Libros,2.0,T,Bolsa
02024,María Rodríguez,Alta Verapaz,Guatemala,Electrodomésticos,5.7,R,Paquete Mediano
02025,Sofía Ramírez,Guatemala,Sacatepéquez,Electrónicos,8.9,R,Paquete Mediano
02026,Luisa Morales,Huehuetenango,Izabal,Ropa,5.8,T,Bolsa
02027,Andrés Morales,Huehuetenango,Suchitepéquez,Ropa,8.2,E,Bolsa
02028,Sofía Ruiz,Escuintla,Huehuetenango,Libros,3.2,T,Paquete Mediano
02029,Luisa Ruiz,Peten,Sacatepéquez,Libros,3.5,R,Paquete Grande
02030,Andrés Morales,Huehuetenango,Guatemala,Comida,7.0,R,Bolsa
02031,Javier Ruiz,Huehuetenango,Escuintla,Juguetes,2.2,R,Bolsa
02032,Ana González,Chimaltenango,Suchitepéquez,Electrónicos,2.8,T,Sobre
02033,María García,Escuintla,Izabal,Libros,1.2,T,Paquete Mediano
02034,Juan López,Quetzaltenango,Guatemala,Electrónicos,0.5,E,Paquete Mediano
02035,Carlos López,Izabal,Alta Verapaz,Herramientas,8.5,T,Sobre
02036,Sofía Rodríguez,Guatemala,Chimaltenango,Electrodomésticos,10.0,R,Paquete Mediano
02037,Carolina Méndez,Quetzaltenango,Suchitepéquez,Ropa,4.3,T,Paquete Grande
02038,Diego Morales,Sacatepéquez,Sacatepéquez,Ropa,9.9,T,Paquete Grande
02039,Sofía González,Izabal,Alta Verapaz,Ropa,8.3,R,Bolsa
02040,Carlos Morales,Quetzaltenango,Guatemala,Electrónicos,4.0,R,Paquete Mediano
02041,Luisa Morales,Alta Verapaz,Alta Verapaz,Herramientas,7.1,E,Paquete Grande
02042,Diego Morales,Escuintla,Sacatepéquez,Juguetes,0.8,T,Paquete Grande
02043,Juan López,Alta Verapaz,Guatemala,Ropa,6.4,R,Paquete Mediano
02044,Carlos Ruiz,Sacatepéquez,Suchitepéquez,Libros,0.4,R,Paquete Grande
02045,Carolina Rodríguez,Sacatepéquez,Peten,Comida,4.3,E,Paquete Mediano
02046,Carlos Méndez,Chimaltenango,Suchitepéquez,Juguetes,4.8,T,Sobre
02047,Andrés López,Quetzaltenango,Quetzaltenango,Artículos de decoración,9.9,R,Bolsa
02048,Ana González,Izabal,Izabal,Comida,5.5,T,Paquete Grande
02049,María Rodríguez,Escuintla,Izabal,Ropa,1.2,T,Paquete Mediano
02050,Diego Rodríguez,Chimaltenango,Huehuetenango,Electrónicos,4.7,T,Sobre
02051,Juan Castillo,Quetzaltenango,Chimaltenango,Electrónicos,0.1,R,Bolsa
02052,Andrés Hernández,Chimaltenango,Alta Verapaz,Herramientas,3.5,R,Sobre
02053,Carlos López,Escuintla,Huehuetenango,Libros,6.1,E,Sobre
02054,Diego Ramírez,Chimaltenango,Escuintla,Comida,3.6,T,Paquete Mediano
02055,Carolina Hernández,Sacatepéquez,Chimaltenango,Herramientas,6.5,E,Sobre
02056,Sofía Méndez,Guatemala,Huehuetenango,Ropa,6.4,T,Bolsa
02057,Javier González,Chimaltenango,Izabal,Electrodomésticos,6.2,T,Bolsa
02058,Juan Ramírez,Peten,Escuintla,Herramientas,5.4,R,Paquete Mediano
02059,Carlos Hernández,Quetzaltenango,Guatemala,Libros,3.4,R,Paquete Mediano
02060,Carolina Ruiz,Izabal,Escuintla,Electrónicos,6.1,T,Paquete Grande
02061,Sofía Hernández,Chimaltenango,Sacatepéquez,Artículos de decoración,5.0,R,Sobre
02062,Carlos Hernández,Guatemala,Sacatepéquez,Juguetes,8.6,T,Paquete Mediano
02063,Sofía Rodríguez,Huehuetenango,Guatemala,Electrónicos,8.6,E,Bolsa
02064,María Castillo,Izabal,Chimaltenango,Artículos de decoración,8.8,T,Bolsa
02065,Andrés Ramírez,Alta Verapaz,Escuintla,Electrodomésticos,2.9,E,Paquete Grande
02066,Carlos Ramírez,Alta Verapaz,Suchitepéquez,Electrónicos,1.8,E,Bolsa
02067,Luisa Morales,Chimaltenango,Chimaltenango,Artículos de decoración,5.5,T,Paquete Mediano
02068,Carolina Hernández,Escuintla,Escuintla,Herramientas,3.0,E,Paquete Mediano
02069,Diego López,Quetzaltenango,Sacatepéquez,Artículos de decoración,9.7,R,Bolsa
02070,María Rodríguez,Escuintla,Izabal,Comida,2.7,E,Paquete Grande
02071,Juan González,Escuintla,Alta Verapaz,Juguetes,7.0,T,Paquete Mediano
02072,Juan López,Sacatepéquez,Peten,Electrónicos,8.2,E,Paquete Mediano
02073,Luisa Morales,Izabal,Guatemala,Electrodomésticos,0.3,E,Bolsa
02074,Javier García,Guatemala,Chimaltenango,Herramientas,8.7,E,Bolsa
02075,Diego Castillo,Huehuetenango,Huehuetenango,Electrodomésticos,2.0,T,Sobre
02076,María Hernández,Escuintla,Guatemala,Electrónicos,8.0,R,Sobre
02077,Diego Morales,Alta Verapaz,Huehuetenango,Libros,2.4,E,Paquete Grande
02078,Carlos Castillo,Peten,Izabal,Herramientas,0.3,T,Paquete Mediano
02079,Juan Hernández,Alta Verapaz,Escuintla,Juguetes,4.2,T,Paquete Mediano
02080,Carlos Ramírez,Izabal,Peten,Comida,3.9,T,Bolsa
02081,Carolina López,Huehuetenango,Quetzaltenango,Comida,6.5,T,Sobre
02082,Andrés López,Peten,Guatemala,Libros,7.3,T,Bolsa
02083,María García,Guatemala,Huehuetenango,Comida,4.4,R,Paquete Grande
02084,Andrés Morales,Guatemala,Peten,Electrodomésticos,3.4,R,Paquete Grande
02085,Juan Hernández,Izabal,Izabal,Ropa,9.2,R,Bolsa
02086,Diego González,Guatemala,Chimaltenango,Herramientas,6.9,R,Sobre
02087,Sofía López,Chimaltenango,Escuintla,Artículos de decoración,3.9,T,Bolsa
02088,Juan Rodríguez,Quetzaltenango,Izabal,Juguetes,9.1,T,Sobre
02089,Carolina Morales,Chimaltenango,Chimaltenango,Artículos de decoración,8.4,T,Bolsa
02090,Carolina Méndez,Chimaltenango,Huehuetenango,Electrodomésticos,5.2,E,Bolsa
02091,Luisa Castillo,Suchitepéquez,Guatemala,Comida,1.2,E,Paquete Grande
02092,Andrés González,Alta Verapaz,Izabal,Juguetes,0.9,R,Paquete Grande
02093,María Méndez,Chimaltenango,Sacatepéquez,Herramientas,0.6,E,Bolsa
02094,Javier Méndez,Alta Verapaz,Chimaltenango,Artículos de decoración,0.1,T,Paquete Mediano
02095,Andrés López,Peten,Suchitepéquez,Artículos de decoración,1.5,E,Paquete Mediano
02096,Diego García,Peten,Guatemala,Herramientas,1.3,R,Bolsa
02097,Ana Hernández,Huehuetenango,Alta Verapaz,Electrodomésticos,2.2,T,Paquete Grande
02098,Andrés García,Guatemala,Suchitepéquez,Juguetes,7.3,R,Paquete Mediano
02099,Diego López,Izabal,Izabal,Comida,7.7,T,Paquete Mediano
02100,Luisa Ruiz,Peten,Guatemala,Libros,1.7,E,Sobre
02101,Carolina García,Sacatepéquez,Quetzaltenango,Libros,1.5,E,Sobre
02102,Ana Hernández,Escuintla,Chimaltenango,Ropa,9.1,E,Paquete Mediano
02103,Juan López,Chimaltenango,Suchitepéquez,Comida,4.7,E,Paquete Grande
02104,Carolina Ruiz,Peten,Sacatepéquez,Electrónicos,2.8,R,Paquete Grande
02105,Luisa Ramírez,Guatemala,Peten,Ropa,4.2,T,Paquete Grande
02106,María Ruiz,Chimaltenango,Huehuetenango,Electrodomésticos,5.2,T,Paquete Mediano
02107,Sofía Rodríguez,Guatemala,Huehuetenango,Electrónicos,6.3,E,Sobre
02108,Sofía Ruiz,Alta Verapaz,Izabal,Herramientas,6.5,E,Paquete Mediano
02109,Diego Morales,Guatemala,Izabal,Herramientas,1.5,T,Paquete Mediano
02110,Sofía López,Chimaltenango,Izabal,Electrónicos,5.9,T,Bolsa
02111,Luisa Ramírez,Guatemala,Chimaltenango,Electrónicos,3.7,T,Paquete Grande
02112,Javier Hernández,Peten,Guatemala,Electrodomésticos,0.8,T,Sobre
02113,Luisa López,Quetzaltenango,Huehuetenango,Electrodomésticos,0.2,T,Paquete Grande
02114,María Morales,Alta Verapaz,Quetzaltenango,Herramientas,8.5,E,Paquete Grande
02115,Carolina González,Alta Verapaz,Huehuetenango,Electrónicos,7.3,T,Paquete Mediano
02116,Luisa Castillo,Chimaltenango,Suchitepéquez,Electrónicos,6.5,R,Sobre
02117,Carlos Ramírez,Escuintla,Izabal,Electrodomésticos,5.6,T,Bolsa
02118,Carlos García,Suchitepéquez,Peten,Libros,5.1,T,Paquete Grande
02119,Ana Ramírez,Alta Verapaz,Suchitepéquez,Juguetes,1.1,E,Bolsa
02120,Juan Ruiz,Peten,Escuintla,Juguetes,7.7,E,Bolsa
02121,María García,Huehuetenango,Izabal,Ropa,6.7,T,Paquete Mediano
02122,Carolina Hernández,Escuintla,Quetzaltenango,Herramientas,4.3,T,Paquete Grande
02123,Ana Morales,Huehuetenango,Alta Verapaz,Artículos de decoración,8.7,T,Paquete Mediano
02124,Ana Hernández,Quetzaltenango,Guatemala,Comida,3.1,E,Sobre
02125,Carlos García,Huehuetenango,Suchitepéquez,Ropa,4.1,R,Sobre
02126,Carolina Méndez,Suchitepéquez,Izabal,Comida,4.1,T,Paquete Grande
02127,Andrés Ramírez,Alta Verapaz,Huehuetenango,Libros,2.8,R,Paquete Grande
02128,María Rodríguez,Quetzaltenango,Suchitepéquez,Comida,1.5,R,Sobre
02129,Sofía Ruiz,Izabal,Guatemala,Juguetes,0.5,R,Paquete Grande
02130,Carlos Ramírez,Suchitepéquez,Chimaltenango,Herramientas,8.1,E,Bolsa
02131,María Rodríguez,Huehuetenango,Izabal,Ropa,6.6,R,Bolsa
02132,Sofía Hernández,Chimaltenango,Escuintla,Electrónicos,8.5,E,Bolsa
02133,Carlos Castillo,Chimaltenango,Peten,Electrodomésticos,3.1,T,Sobre
02134,Carolina Ramírez,Huehuetenango,Izabal,Comida,3.9,R,Sobre
02135,María Ramírez,Chimaltenango,Escuintla,Electrónicos,8.0,E,Sobre
02136,Juan González,Escuintla,Suchitepéquez,Libros,6.2,E,Sobre
02137,Andrés Rodríguez,Alta Verapaz,Alta Verapaz,Ropa,9.5,R,Paquete Grande
02138,Ana García,Sacatepéquez,Izabal,Ropa,3.8,R,Paquete Mediano
02139,Ana Ruiz,Alta Verapaz,Alta Verapaz,Libros,5.9,E,Paquete Mediano
02140,Sofía Hernández,Huehuetenango,Izabal,Ropa,5.8,R,Sobre
02141,María López,Guatemala,Alta Verapaz,Electrodomésticos,5.0,T,Paquete Grande
02142,María Hernández,Izabal,Chimaltenango,Libros,8.9,E,Sobre
02143,Ana López,Sacatepéquez,Izabal,Juguetes,9.5,R,Sobre
02144,Javier López,Quetzaltenango,Escuintla,Electrodomésticos,1.9,R,Bolsa
02145,María Méndez,Guatemala,Suchitepéquez,Libros,3.0,R,Sobre
02146,Ana González,Quetzaltenango,Alta Verapaz,Electrónicos,4.1,R,Sobre
02147,Javier González,Alta Verapaz,Chimaltenango,Artículos de decoración,0.0,R,Sobre
02148,Sofía López,Guatemala,Escuintla,Juguetes,9.8,E,Bolsa
02149,Juan Ramírez,Suchitepéquez,Sacatepéquez,Ropa,8.2,E,Paquete Mediano
02150,Sofía Hernández,Alta Verapaz,Quetzaltenango,Herramientas,7.5,R,Bolsa
02151,María Ruiz,Izabal,Izabal,Juguetes,4.3,T,Paquete Mediano
02152,Luisa Morales,Alta Verapaz,Peten,Juguetes,5.3,T,Paquete Mediano
02153,María Méndez,Chimaltenango,Sacatepéquez,Herramientas,1.5,T,Paquete Mediano
02154,Javier Hernández,Chimaltenango,Guatemala,Electrodomésticos,0.6,T,Sobre
02155,Carlos García,Sacatepéquez,Escuintla,Juguetes,1.7,E,Sobre
02156,Juan Morales,Quetzaltenango,Escuintla,Herramientas,6.7,T,Bolsa
02157,Javier Méndez,Quetzaltenango,Guatemala,Herramientas,8.1,E,Paquete Grande
02158,Carlos Ruiz,Peten,Suchitepéquez,Comida,2.4,T,Sobre
02159,Sofía García,Peten,Izabal,Artículos de decoración,3.3,R,Paquete Grande
02160,María González,Sacatepéquez,Chimaltenango,Comida,9.8,E,Paquete Mediano
02161,Javier García,Izabal,Sacatepéquez,Comida,7.6,E,Bolsa
02162,Sofía Hernández,Chimaltenango,Alta Verapaz,Ropa,4.6,R,Paquete Mediano
02163,Carolina Ruiz,Alta Verapaz,Escuintla,Comida,3.1,T,Paquete Mediano
02164,Javier Ruiz,Guatemala,Quetzaltenango,Electrónicos,4.7,E,Bolsa
02165,Luisa Castillo,Peten,Sacatepéquez,Juguetes,7.1,R,Bolsa
02166,Javier Castillo,Guatemala,Escuintla,Ropa,0.9,E,Bolsa
02167,Diego Morales,Huehuetenango,Suchitepéquez,Herramientas,2.3,T,Bolsa
02168,María Rodríguez,Escuintla,Escuintla,Artículos de decoración,6.0,R,Sobre
02169,Andrés López,Quetzaltenango,Suchitepéquez,Electrónicos,6.2,T,Paquete Grande
02170,Diego García,Suchitepéquez,Huehuetenango,Libros,7.0,T,Sobre
02171,Carolina López,Chimaltenango,Alta Verapaz,Ropa,6.0,E,Paquete Mediano
02172,Sofía Hernández,Guatemala,Escuintla,Juguetes,4.5,E,Bolsa
02173,Juan González,Suchitepéquez,Sacatepéquez,Comida,4.9,E,Paquete Grande
02174,Luisa García,Chimaltenango,Guatemala,Herramientas,5.1,T,Sobre
02175,Luisa López,Sacatepéquez,Escuintla,Comida,2.0,R,Bolsa
02176,Carlos Rodríguez,Peten,Escuintla,Artículos de decoración,2.1,T,Paquete Grande
02177,Carolina Morales,Sacatepéquez,Quetzaltenango,Libros,4.3,E,Bolsa
